Site,Depth (m),Day,Chlorophyll-a Fluorescence (RFU),FDOM Fluorescence (RFU) ,Turbidity (NTU),Actual Conductivity  (uS/cm),Specific Conductivity(uS/cm),Salinity(PSU),Resistivity(ohm*cm),Density(g/cm^3),Total Dissolved Solids (ppt),BGA-PC Fluorescence(RFU),Temperature(C),Barometric Pressure(mm Hg),Pressure (psi),Depth(m),Nitrate(NO3-r -N),Nitrate(mV),External Voltage(V),Latitude,Longitude,BGA-PC (ug/L),Chl_a (ug/L),BGA-PC/ Chl-a,bloomstatus Chl-a,bloomstatus BGA-PC,bloomstatus BGA-PC/Chl-a
LP3,2,16-Sep,0,0,2.2978327,0,0,4.00E-10,10000000,0.9957,0,1.0415,29.84,765.99,2.6287506,2.0542,50000,-397.8104,15.4344,30.35780427,-90.14863088,54.71665287,0,0,0,0,0
LP3,2,16-Sep,0.000074,0,2.1738186,0,0,0.00E+00,10000000,0.9957,0,1.1234,29.78,765.93,2.6421354,2.0545,50000,-284.4777,15.4263,30.35779907,-90.14855476,58.48513475,0.043601524,1341.355287,0,0,1
LP3,2,16-Sep,0.002928,0,2.3266048,0,0,0.00E+00,10000000,0.9957,0,1.0966,29.74,765.94,2.6291566,2.0549,50000,-268.9364,15.4266,30.35776655,-90.14857532,57.2669941,1.722078588,33.25457647,1,0,0
LP3,2,16-Sep,0.000184,0,2.3460674,0,0,0.00E+00,10000000,0.9957,0,1.0543,29.82,766.01,2.6039214,2.0553,50000,-316.9836,15.4273,30.35778333,-90.14862925,55.31457962,0.1080855,511.7668847,0,0,1
LP3,2,16-Sep,0,0.001,2.3399422,0,0,4.00E-10,10000000,0.9957,0,1.112,29.81,765.99,2.6350503,2.0556,50000,-375.6295,15.426,30.3578038,-90.14863081,57.96944576,0,0,0,0,0
LP3,2,16-Sep,0,0.001,2.3345876,0,0,4.00E-10,10000000,0.9957,0,1.1089,29.81,765.99,2.6362343,2.0566,50000,-375.8108,15.426,30.35780358,-90.14863121,57.82525211,0,0,0,0,0
LP3,2,16-Sep,0.000165,0,2.282179,0,0,4.00E-10,10000000,0.9956,0,1.1373,30.01,765.98,2.6328175,2.0571,50000,-1055.3704,15.4336,30.35782593,-90.14854129,59.1146795,0.096890694,610.1172059,0,1,1
LP3,2,16-Sep,0.000047,0,2.3514895,0,0,0.00E+00,10000000,0.9957,0,1.0485,29.82,766.01,2.6060562,2.0579,50000,-316.8747,15.427,30.35778323,-90.14862972,55.04420582,0.027852879,1976.248338,0,0,1
LP3,2,16-Sep,0.000121,0,2.2747624,0,0,4.00E-10,10000000,0.9956,0,1.1435,30.01,765.98,2.634632,2.0583,50000,-1054.0626,15.4341,30.35782619,-90.14854041,59.39225736,0.071016606,836.3150636,0,1,1
LP3,2,16-Sep,0.000014,0,2.16692,0,0,0.00E+00,10000000,0.9957,0,1.1234,29.78,765.93,2.644227,2.0585,50000,-284.395,15.426,30.35779977,-90.14855365,58.48594933,0.008416683,6948.812178,0,0,1
LP3,2,16-Sep,0.001048,0,2.2025812,0,0,1.00E-11,10000000,0.9957,0,1.1061,29.99,765.99,2.6359177,2.0587,50000,-985.7635,15.435,30.35783431,-90.14854004,57.69818595,0.616316765,93.61774533,0,0,0
LP3,2,16-Sep,0.000988,0,2.207403,0,0,4.00E-11,10000000,0.9957,0,1.1064,29.99,765.99,2.6365552,2.0591,50000,-986.909,15.435,30.35783054,-90.14853957,57.71176327,0.581183588,99.30040087,0,0,0
LP3,2,16-Sep,0.000928,0,2.2122247,0,0,7.00E-11,10000000,0.9957,0,1.1067,29.99,765.99,2.6371927,2.0596,50000,-988.0546,15.435,30.35783132,-90.14853824,57.72534347,0.546050382,105.7143175,0,0,0
LP3,2,16-Sep,0.000077,0,2.2673454,0,0,4.00E-10,10000000,0.9956,0,1.1497,30.01,765.98,2.6364467,2.0596,50000,-1052.7548,15.4346,30.35782682,-90.14854023,59.66914525,0.045142524,1321.794618,0,1,1
LP3,2,16-Sep,0.000078,0.001,2.417667,0,0,4.00E-11,10000000,0.9956,0,1.0439,30.02,765.99,2.6358387,2.0596,50000,-1090.6283,15.427,30.35782568,-90.14854033,54.82814704,0.045833565,1196.244434,0,0,1
LP3,2,16-Sep,0.000025,0.001,2.4249628,0,0,3.00E-11,10000000,0.9956,0,1.0437,30.02,765.99,2.6371255,2.0606,50000,-1089.3518,15.4264,30.35783126,-90.14853761,54.81849091,0.014956548,3665.183364,0,0,1
LP3,2,16-Sep,0,0,2.2616978,0,0,4.00E-10,10000000,0.9957,0,1.0279,29.88,766.03,2.6009188,2.0612,50000,-564.0445,15.4269,30.35780634,-90.14858279,54.07557212,0,0,0,0,0
LP3,2,16-Sep,0,0,2.1600213,0,0,0.00E+00,10000000,0.9957,0,1.1234,29.78,765.93,2.6463184,2.0625,50000,-284.3123,15.4258,30.35779822,-90.14855426,58.48676391,0,0,0,0,0
LP3,2,16-Sep,0.00016,0,2.2115877,0,0,0.00E+00,10000000,0.9957,0,1.1433,29.81,766.03,2.6428213,2.0644,50000,-315.0728,15.4433,30.357782,-90.14862775,59.38160979,0.094051482,631.3734619,0,1,1
LP3,2,16-Sep,0.001168,0,2.255832,0,0,0.00E+00,10000000,0.9956,0,1.0579,30.03,765.97,2.6432776,2.0644,50000,-1127.4609,15.4348,30.35782619,-90.14854309,55.47883978,0.686834647,80.77466683,0,0,0
LP3,2,16-Sep,0.001213,0,2.249478,0,0,0.00E+00,10000000,0.9956,0,1.0566,30.03,765.97,2.643486,2.0646,50000,-1126.0443,15.435,30.35782626,-90.1485439,55.42021691,0.713775059,77.64381259,0,0,0
LP3,2,16-Sep,0.000229,0,2.216867,0,0,0.00E+00,10000000,0.9957,0,1.1397,29.81,766.03,2.6432421,2.0652,50000,-315.1635,15.4426,30.35778219,-90.14862782,59.21877539,0.1345,440.2882929,0,1,1
LP3,2,16-Sep,0,0,2.2645755,0,0,4.00E-10,10000000,0.9957,0,1.0247,29.88,766.02,2.6046345,2.0658,50000,-563.4818,15.4266,30.3578057,-90.14858237,53.92470439,0,0,0,0,0
LP3,2,16-Sep,0.00042,0,2.225992,0,0,1.00E-11,10000000,0.9957,0,1.0811,29.88,766.04,2.6139805,2.0661,50000,-552.4692,15.426,30.35780686,-90.1485862,56.55315749,0.246851824,229.0975881,0,0,0
LP3,2,16-Sep,0.000447,0,2.222666,0,0,0.00E+00,10000000,0.9957,0,1.0845,29.88,766.04,2.6137571,2.0666,50000,-551.9425,15.426,30.35780786,-90.14858496,56.71108959,0.263043724,215.5956764,0,0,0
LP3,2,16-Sep,0.00025,0,2.3699865,0,0,0.00E+00,10000000,0.9956,0,1.1054,30.03,765.96,2.6473007,2.0668,50000,-1143.4653,15.4343,30.3578262,-90.14854203,57.66616616,0.147047788,392.1593582,0,0,1
LP3,2,16-Sep,0.000054,0,2.2804766,0,0,0.00E+00,10000000,0.9957,0,1.0762,29.82,765.98,2.6474223,2.0676,50000,-378.3401,15.4263,30.35780244,-90.14863125,56.32994508,0.031909307,1765.313959,0,0,1
LP3,2,16-Sep,0.000155,0,2.1945038,0,0,1.00E-11,10000000,0.9957,0,1.0358,29.82,765.99,2.6490421,2.0681,50000,-379.4755,15.4271,30.35780222,-90.14863123,54.44661573,0.091345582,596.0508931,0,0,1
LP3,2,16-Sep,0,0,2.204183,0,0,4.00E-10,10000000,0.9957,0,1.0684,29.81,765.97,2.6492243,2.0688,50000,-315.4815,15.4354,30.35778051,-90.14862886,55.96859729,0,0,0,0,0
LP3,2,16-Sep,0.000031,0,2.2056444,0,0,4.00E-10,10000000,0.9957,0,1.0723,29.81,765.98,2.649562,2.0691,50000,-315.4834,15.4357,30.35778113,-90.1486281,56.14659033,0.017945662,3128.699868,0,0,1
LP3,2,16-Sep,0.000125,0,2.3772159,0,0,0.00E+00,10000000,0.9956,0,1.1077,30.03,765.96,2.6504748,2.0691,50000,-1141.2694,15.4344,30.35782946,-90.14854023,57.77325722,0.073274671,788.4478556,0,0,1
LP3,2,16-Sep,0.000015,0,2.2858145,0,0,0.00E+00,10000000,0.9957,0,1.0776,29.82,765.98,2.6496153,2.0691,50000,-378.261,15.4261,30.35780376,-90.14863094,56.39160945,0.008730662,6459.030192,0,0,1
LP3,2,16-Sep,0.000083,0,2.2071054,0,0,4.00E-10,10000000,0.9957,0,1.0761,29.81,765.98,2.6498997,2.0693,50000,-315.4852,15.436,30.35778141,-90.14862744,56.32428629,0.048786188,1154.512959,0,0,1
LP3,2,16-Sep,0,0,2.2911525,0,0,0.00E+00,10000000,0.9957,0,1.0789,29.82,765.98,2.6518083,2.0707,50000,-378.1819,15.4259,30.35780344,-90.14863127,56.45324799,0,0,0,0,0
LP3,2,16-Sep,0,0,2.3844452,0,0,0.00E+00,10000000,0.9956,0,1.1101,30.03,765.96,2.6536486,2.0714,50000,-1139.0734,15.4344,30.35782609,-90.14854317,57.88023935,0,0,0,0,0
LP3,2,16-Sep,0.000102,0,2.1893642,0,0,0.00E+00,10000000,0.9957,0,1.0318,29.82,765.99,2.6544762,2.0718,50000,-379.3496,15.4266,30.35780115,-90.14863148,54.25740445,0.060280821,900.0773969,0,0,1
LP3,2,16-Sep,0.000054,0,2.2028584,0,0,4.00E-10,10000000,0.9957,0,1.1454,29.88,766.03,2.6528444,2.0733,50000,-548.8931,15.426,30.35780774,-90.1485842,59.47858539,0.031554908,1884.923429,0,1,1
LP3,2,16-Sep,0.000038,0,2.2001295,0,0,4.00E-10,10000000,0.9957,0,1.1508,29.88,766.03,2.6552975,2.0742,50000,-548.5182,15.426,30.35780739,-90.14858592,59.71723681,0.022313032,2676.338958,0,1,1
LP3,2,16-Sep,0.000022,0,2.1974006,0,0,5.00E-10,10000000,0.9957,0,1.1561,29.88,766.03,2.6577506,2.075,50000,-548.1433,15.426,30.35780739,-90.14858592,59.95538844,0.013071156,4586.846675,0,1,1
LP3,2,16-Sep,0.000063,0,2.3027136,0,0,5.00E-10,10000000,0.9957,0,1.0915,29.99,765.98,2.663264,2.0773,50000,-999.6274,15.4348,30.35782789,-90.14853685,57.03286202,0.0372717,1530.19213,0,0,1
LP3,2,16-Sep,0.000065,0,2.3021312,0,0,5.00E-10,10000000,0.9957,0,1.0877,29.99,765.98,2.6660101,2.0803,50000,-998.1225,15.435,30.35782829,-90.1485362,56.85570265,0.038202159,1488.285064,0,0,1
LP3,2,16-Sep,0.001988,0,2.2692113,0,0,0.00E+00,10000000,0.9957,0,1.1077,29.82,766,2.6696436,2.0851,50000,-316.4272,15.4344,30.35778288,-90.14862973,57.77138516,1.169613118,49.39358517,1,0,0
LP3,2,16-Sep,0.002058,0,2.2657058,0,0,0.00E+00,10000000,0.9957,0,1.1079,29.82,766,2.6752434,2.0884,50000,-316.3627,15.4345,30.35778188,-90.14862914,57.78258969,1.210531176,47.73325201,1,0,0
LP3,2,16-Sep,0.000006,0,2.308145,0,0,0.00E+00,10000000,0.9957,0,1.0986,29.83,765.99,2.6792672,2.0898,50000,-389.4267,15.443,30.35780568,-90.14862884,57.35867135,0.003796593,15107.93265,0,0,1
LP3,2,16-Sep,0,0,2.3156953,0,0,0.00E+00,10000000,0.9957,0,1.0999,29.83,765.99,2.683506,2.0928,50000,-389.2853,15.4435,30.35780484,-90.14862962,57.41810179,0,0,0,0,0
LP4,0.5,16-Sep,0,0,2.2018826,0,0,0.00E+00,10000000,0.9956,0,1.1742,30.2,765.76,0.391371,0.475,50000,-274.5089,15.4357,30.34954294,-90.11642281,60.76284849,0,0,0,1,0
LP4,0.5,16-Sep,0.000413,0,2.2437236,0,0,0.00E+00,10000000,0.9957,0,1.1596,29.75,765.57,0.41483113,0.4785,50000,-245.7581,15.4267,30.34951285,-90.11638875,60.11184594,0.2432078,247.1624921,0,1,0
LP4,0.5,16-Sep,0,0,2.2579718,0,0,0.00E+00,10000000,0.9957,0,1.1149,29.9,765.69,0.39648157,0.481,50000,-256.0516,15.4258,30.34953794,-90.11640843,58.09902361,0,0,0,0,0
LP4,0.5,16-Sep,0.000024,0,2.255502,0,0,0.00E+00,10000000,0.9957,0,1.1216,29.9,765.69,0.3978554,0.4819,50000,-256.1447,15.4261,30.34953589,-90.11641791,58.40176629,0.014002594,4170.781949,0,0,1
LP4,0.5,16-Sep,0.000023,0,2.2601297,0,0,4.00E-10,10000000,0.9957,0,1.0969,29.8,765.67,0.39294267,0.4825,50000,-250.734,15.4256,30.34952578,-90.11639396,57.28093155,0.013238107,4326.972999,0,0,1
LP4,0.5,16-Sep,0.000098,0,2.2530322,0,0,0.00E+00,10000000,0.9957,0,1.1282,29.9,765.69,0.3992292,0.4828,50000,-256.2377,15.4263,30.34953392,-90.11643052,58.70367203,0.057904071,1013.809064,0,0,1
LP4,0.5,16-Sep,0,0,2.240155,0,0,4.00E-10,10000000,0.9955,0,1.1432,30.5,765.76,0.416932,0.4841,50000,-274.3651,15.4259,30.34954693,-90.1164018,59.37947297,0,0,0,1,0
LP4,0.5,16-Sep,0.002898,0,2.2745922,0,0,2.00E-11,10000000,0.9957,0,1.1925,29.9,765.7,0.40874362,0.4872,50000,-260.5671,15.434,30.34953348,-90.11643272,61.56919917,1.704729294,36.11670157,1,1,0
LP4,0.5,16-Sep,0,0,2.20582,0,0,0.00E+00,10000000,0.9956,0,1.172,30.2,765.76,0.41553903,0.4923,50000,-274.7128,15.4362,30.34954631,-90.11640478,60.66344571,0,0,0,1,0
LP4,0.5,16-Sep,0.000037,0,2.2596369,0,0,4.00E-10,10000000,0.9957,0,1.0952,29.81,765.67,0.40724707,0.4924,50000,-250.6708,15.4253,30.34953802,-90.11638401,57.20094322,0.021868528,2615.674142,0,0,1
LP4,0.5,16-Sep,0.000052,0,2.259144,0,0,4.00E-10,10000000,0.9957,0,1.0934,29.81,765.67,0.4215515,0.5023,50000,-250.6077,15.425,30.34954555,-90.1163809,57.12090084,0.030498951,1872.880836,0,0,1
LP4,0.5,16-Sep,0,0,2.2481666,0,0,4.00E-10,10000000,0.9955,0,1.1444,30.5,765.76,0.44537377,0.505,50000,-274.2716,15.4261,30.34954686,-90.1163822,59.43165618,0,0,0,1,0
LP4,0.5,16-Sep,0.000425,0,2.244029,0,0,0.00E+00,10000000,0.9957,0,1.1567,29.75,765.57,0.46502763,0.506,50000,-245.7302,15.4273,30.34951552,-90.11638066,59.98370864,0.2500949,239.8437899,0,1,0
LP4,0.5,16-Sep,0.00019,0,2.1809452,0,0,0.00E+00,10000000,0.9957,0,1.2456,29.9,765.68,0.4341237,0.5073,50000,-255.9341,15.4266,30.34953121,-90.11643138,63.88570663,0.112041094,570.1988828,0,1,1
LP4,0.5,16-Sep,0.000422,0,2.2019575,0,0,3.00E-11,10000000,0.9957,0,1.0469,29.81,765.66,0.43904135,0.5127,50000,-249.2365,15.4176,30.34954557,-90.11638125,54.96823828,0.248373706,221.3126307,0,0,0
LP4,0.5,16-Sep,0.00029,0,2.1849616,0,0,1.00E-11,10000000,0.9957,0,1.2404,29.9,765.68,0.44671082,0.5161,50000,-256.1691,15.4267,30.34953651,-90.11643238,63.6608231,0.170577353,373.2079434,0,1,0
LP4,0.5,16-Sep,0.002756,0,2.272859,0,0,4.00E-11,10000000,0.9957,0,1.1882,29.9,765.7,0.45271814,0.5184,50000,-260.3954,15.4336,30.34953264,-90.11643244,61.37897071,1.621220882,37.85972127,1,1,0
LP4,0.5,16-Sep,0.000027,0,2.3151045,0,0,5.00E-10,10000000,0.9956,0,1.0981,30.03,765.74,0.4534135,0.5243,50000,-266.5661,15.4344,30.34953607,-90.11644368,57.33494409,0.015623049,3669.894659,0,0,1
LP4,1,16-Sep,0.000287,0,2.3075728,0,0,0.00E+00,10000000,0.9957,0,1.0446,29.82,765.74,1.0922846,0.9508,50000,-249.4195,15.4428,30.34951145,-90.11638185,54.86102657,0.168734424,325.1323901,0,0,0
LP4,1,16-Sep,0.001263,0,2.1697233,0,0,0.00E+00,10000000,0.9956,0,1.1764,30.19,765.9,1.064809,0.9527,50000,-274.6907,15.4262,30.34955139,-90.11644884,60.86032075,0.742955647,81.91649259,0,1,0
LP4,1,16-Sep,0.001188,0,2.175967,0,0,0.00E+00,10000000,0.9956,0,1.1728,30.19,765.89,1.0653125,0.9529,50000,-274.7556,15.4268,30.3495526,-90.11645053,60.69961846,0.698962294,86.84247917,0,1,0
LP4,1,16-Sep,0.000044,0,2.407703,0,0,0.00E+00,10000000,0.9953,0,1.1522,30.99,765.77,1.0621507,0.953,50000,-186.9209,15.434,30.34953179,-90.11638682,59.78065575,0.025637894,2331.730358,0,1,1
LP4,1,16-Sep,0.001113,0,2.182211,0,0,0.00E+00,10000000,0.9956,0,1.1692,30.19,765.89,1.0658159,0.9531,50000,-274.8204,15.4273,30.34955449,-90.11645369,60.53869557,0.654968941,92.42987229,0,1,0
LP4,1,16-Sep,0.000244,0,2.3281696,0,0,0.00E+00,10000000,0.9955,0,1.1112,30.43,765.87,1.0707195,0.9535,50000,-278.1859,15.4431,30.34954921,-90.116392,57.93191074,0.143432476,403.8967489,0,0,1
LP4,1,16-Sep,0.001985,0,2.4498556,0,0,0.00E+00,10000000,0.9953,0,1.1113,31.09,765.75,1.0628872,0.9537,50000,-120.1213,15.435,30.34952819,-90.11636574,57.93718661,1.167390235,49.62966528,1,0,0
LP4,1,16-Sep,0.000013,0,2.4157095,0,0,0.00E+00,10000000,0.9953,0,1.1512,30.99,765.77,1.0637976,0.9541,50000,-187.7199,15.4343,30.34953164,-90.11638798,59.73769283,0.007623997,7835.482206,0,1,1
LP4,1,16-Sep,0.000137,0,2.2102232,0,0,0.00E+00,10000000,0.9956,0,1.2036,30.17,765.86,1.0660319,0.9545,50000,-272.8448,15.4349,30.34954917,-90.11644671,62.05533745,0.080791418,768.0931835,0,1,1
LP4,1,16-Sep,0.001727,0.001,2.3236947,0,0,0.00E+00,10000000,0.9957,0,1.0706,29.91,765.8,1.0646487,0.9545,50000,-254.2823,15.4348,30.34954632,-90.11638418,56.07133755,1.016161588,55.17954842,1,0,0
LP4,1,16-Sep,0.002087,0,2.457192,0,0,0.00E+00,10000000,0.9953,0,1.1125,31.09,765.75,1.0640577,0.9545,50000,-121.4001,15.435,30.34952753,-90.11636723,57.98971316,1.227822,47.22973946,1,0,0
LP4,1,16-Sep,0.00177,0.001,2.3305187,0,0,0.00E+00,10000000,0.9957,0,1.0699,29.91,765.8,1.0647167,0.9547,50000,-254.2941,15.435,30.34954571,-90.11638032,56.03495268,1.041437706,53.80538112,1,0,0
LP4,1,16-Sep,0,0,2.4237158,0,0,0.00E+00,10000000,0.9953,0,1.1503,30.99,765.77,1.0654444,0.9553,50000,-188.519,15.4346,30.3495315,-90.11638933,59.69470892,0,0,0,1,0
LP4,1,16-Sep,0.00219,0,2.464528,0,0,0.00E+00,10000000,0.9953,0,1.1136,31.09,765.75,1.0652282,0.9553,50000,-122.6789,15.435,30.3495249,-90.11636506,58.04221463,1.288253882,45.0549503,1,0,0
LP4,1,16-Sep,0.000229,0,2.326341,0,0,0.00E+00,10000000,0.9955,0,1.1092,30.43,765.87,1.0728496,0.9558,50000,-278.0558,15.4423,30.3495486,-90.11639242,57.83898215,0.134870341,428.8487871,0,0,1
LP4,1,16-Sep,0.000203,0,2.2109935,0,0,0.00E+00,10000000,0.9956,0,1.1975,30.17,765.86,1.06853,0.9563,50000,-273.0135,15.4342,30.34955004,-90.11644592,61.78897135,0.119437506,517.3330675,0,1,1
LP4,1,16-Sep,0.000174,0,2.2125707,0,0,5.00E-10,10000000,0.9957,0,1.1107,29.91,765.73,1.0700797,0.957,50000,-258.3282,15.4202,30.34953021,-90.11643405,57.90944909,0.102553412,564.6759865,0,0,1
LP4,1,16-Sep,0.000173,0,2.239031,0,0,0.00E+00,10000000,0.9957,0,1.1058,29.9,765.8,1.0711867,0.9574,50000,-253.8154,15.4341,30.34954513,-90.1163909,57.68489869,0.101661218,567.4228563,0,0,1
LP4,1,16-Sep,0.002008,0,2.2661529,0,0,2.00E-11,10000000,0.9955,0,1.1057,30.47,765.84,1.0703363,0.9581,50000,-277.4402,15.4326,30.34954842,-90.11640323,57.68183532,1.181381294,48.82575644,1,0,0
LP4,1,16-Sep,0.000269,0,2.211764,0,0,0.00E+00,10000000,0.9956,0,1.1914,30.17,765.86,1.0710281,0.9581,50000,-273.1823,15.4334,30.34954868,-90.11644547,61.52197585,0.1580836,389.1736768,0,1,1
LP4,1,16-Sep,0.000215,0,2.3245125,0,0,0.00E+00,10000000,0.9955,0,1.1071,30.43,765.87,1.0749798,0.9581,50000,-277.9257,15.4415,30.34954837,-90.11639299,57.74597943,0.126308212,457.1830961,0,0,1
LP4,1,16-Sep,0.002115,0,2.257854,0,0,4.00E-12,10000000,0.9955,0,1.1049,30.47,765.84,1.0707511,0.9584,50000,-277.5991,15.4334,30.34954788,-90.11640344,57.64461683,1.244215588,46.33008731,1,0,0
LP4,1,16-Sep,0.002222,0,2.249555,0,0,0.00E+00,10000000,0.9955,0,1.1041,30.47,765.84,1.0711658,0.9587,50000,-277.7581,15.4342,30.3495482,-90.11640405,57.6073857,1.307049882,44.07435898,1,0,0
LP4,1,16-Sep,0.00062,0,2.2127793,0,0,2.00E-11,10000000,0.9957,0,1.06,29.91,765.81,1.0732421,0.9589,50000,-254.6944,15.434,30.34954673,-90.11638276,55.5769678,0.364522153,152.4652681,0,0,0
LP4,1,16-Sep,0.000581,0,2.209891,0,0,4.00E-12,10000000,0.9957,0,1.054,29.91,765.81,1.0745919,0.9593,50000,-254.7362,15.4343,30.34954666,-90.11638281,55.29899347,0.341982847,161.7010735,0,0,0
LP4,1,16-Sep,0.000543,0,2.207003,0,0,0.00E+00,10000000,0.9957,0,1.048,29.91,765.81,1.0759418,0.9597,50000,-254.778,15.4346,30.34954671,-90.11638315,55.02029714,0.319443529,172.2379455,0,0,0
LP4,1,16-Sep,0.000116,0,2.2410238,0,0,0.00E+00,10000000,0.9957,0,1.1054,29.9,765.81,1.0775106,0.9619,50000,-253.6894,15.4344,30.34954471,-90.11638878,57.66906583,0.068509291,841.7699992,0,0,1
LP4,1,16-Sep,0.000601,0.001,2.3841407,0,0,4.00E-11,10000000,0.9955,0,1.1267,30.47,765.84,1.0801514,0.9621,50000,-275.9829,15.4183,30.34954823,-90.11641124,58.63528822,0.353516294,165.8630429,0,0,0
LP4,1,16-Sep,0.000217,0,2.3324528,0,0,0.00E+00,10000000,0.9955,0,1.1462,30.44,765.9,1.0777004,0.9633,50000,-277.2968,15.426,30.34954933,-90.11639646,59.51296337,0.127764753,465.8011069,0,1,1
LP4,1,16-Sep,0,0,2.3355458,0,0,0.00E+00,10000000,0.9954,0,1.0781,30.98,765.79,1.0790336,0.9644,50000,-189.0114,15.4268,30.34953146,-90.11639023,56.41617038,0,0,0,0,0
LP4,1,16-Sep,0.000237,0,2.3331208,0,0,3.00E-12,10000000,0.9955,0,1.14,30.44,765.9,1.0796715,0.9647,50000,-277.2209,15.426,30.3495497,-90.11639792,59.2332684,0.139401559,424.9110901,0,1,1
LP4,1,16-Sep,0,0,2.3331614,0,0,0.00E+00,10000000,0.9954,0,1.0733,30.98,765.79,1.0803442,0.9653,50000,-189.3204,15.4265,30.34953169,-90.1163906,56.19641861,0,0,0,0,0
LP4,1,16-Sep,0.000257,0,2.3337889,0,0,1.00E-11,10000000,0.9955,0,1.1338,30.44,765.89,1.0816426,0.9661,50000,-277.145,15.426,30.34954992,-90.11639869,58.95286837,0.151038371,390.3171623,0,0,1
LP4,1,16-Sep,0.000494,0.001,2.2266188,0,0,0.00E+00,10000000,0.9955,0,1.1918,30.43,765.87,1.0821705,0.9668,50000,-278.7213,15.4272,30.34954931,-90.11638985,61.53758849,0.2905848,211.7715328,0,1,0
LP4,1,16-Sep,0.000473,0.001,2.2313607,0,0,0.00E+00,10000000,0.9955,0,1.1866,30.43,765.87,1.0826409,0.9669,50000,-278.6507,15.4278,30.34954981,-90.11639055,61.30777996,0.278238471,220.3425707,0,1,0
LP4,1,16-Sep,0,0,2.2909458,0,0,4.00E-10,10000000,0.9956,0,1.0879,30.17,765.86,1.0860035,0.9669,50000,-274.3655,15.4265,30.3495497,-90.11644593,56.86674423,0,0,0,0,0
LP4,1,16-Sep,0.000039,0,2.2857404,0,0,4.00E-10,10000000,0.9956,0,1.0924,30.17,765.86,1.0859636,0.967,50000,-274.3503,15.4268,30.34954931,-90.11644684,57.07506131,0.023213653,2458.685038,0,0,1
LP4,1,16-Sep,0.000902,0,2.2603703,0,0,4.00E-10,10000000,0.9956,0,1.1961,30.02,765.82,1.0862308,0.9689,50000,-264.0717,15.426,30.34952261,-90.11643588,61.72686138,0.530749094,116.3013975,0,1,0
LP4,1,16-Sep,0.000073,0,2.34843,0,0,3.00E-11,10000000,0.9956,0,1.1344,30.18,765.86,1.0859466,0.9692,50000,-273.2221,15.4428,30.34954664,-90.1164495,58.98183635,0.042696271,1381.428283,0,1,1
LP4,1,16-Sep,0.000045,0,2.3110046,0,0,5.00E-11,10000000,0.9956,0,1.1159,30.18,765.87,1.0858631,0.9699,50000,-274.7877,15.4347,30.34954777,-90.11645178,58.14718789,0.026608988,2185.246124,0,0,1
LP4,1,16-Sep,0.000011,0,2.3169622,0,0,3.00E-11,10000000,0.9956,0,1.113,30.18,765.87,1.0861019,0.9701,50000,-274.7568,15.435,30.3495464,-90.1164534,58.01182664,0.006350819,9134.54259,0,0,1
LP4,1,16-Sep,0.000108,0,2.3443968,0,0,5.00E-11,10000000,0.9956,0,1.1325,30.18,765.86,1.0881315,0.9707,50000,-273.2657,15.442,30.34954655,-90.1164494,58.89525238,0.063409253,928.8116417,0,0,1
LP4,1,16-Sep,0.00075,0,2.1762557,0,0,0.00E+00,10000000,0.9956,0,1.1349,30.02,765.85,1.0889959,0.9723,50000,-262.5881,15.4345,30.34952209,-90.11642826,59.00674754,0.441234412,133.7310643,0,1,0
LP4,1,16-Sep,0.000183,0,2.250529,0,0,4.00E-10,10000000,0.9956,0,1.1531,30.18,765.87,1.0904012,0.9728,50000,-275.5685,15.4342,30.3495501,-90.11644855,59.82150062,0.107451041,556.7326297,0,1,1
LP4,1,16-Sep,0.000739,0,2.1801898,0,0,8.00E-12,10000000,0.9956,0,1.1356,30.02,765.85,1.0896486,0.973,50000,-262.6888,15.4342,30.34952195,-90.11642623,59.03687676,0.434595618,135.8432398,0,1,0
LP4,1,16-Sep,0.000144,0,2.2529032,0,0,4.00E-10,10000000,0.9956,0,1.1523,30.18,765.87,1.0921048,0.9743,50000,-275.5944,15.4345,30.34954865,-90.11644935,59.78417598,0.084751341,705.406844,0,1,1
LP4,1,16-Sep,0.000501,0,2.270479,0,0,0.00E+00,10000000,0.9956,0,1.1079,30.17,765.88,1.0940188,0.9743,50000,-274.907,15.4182,30.34954765,-90.11644719,57.78251227,0.294490976,196.2114869,0,0,0
LP4,1,16-Sep,0.000076,0,2.2609053,0,0,2.00E-11,10000000,0.9956,0,1.0685,30.19,765.84,1.0721717,0.9744,50000,-275.6217,15.4345,30.34954942,-90.11645369,55.97188986,0.044611571,1254.649603,0,0,1
LP4,1,16-Sep,0.000496,0,2.2731962,0,0,5.00E-12,10000000,0.9956,0,1.1088,30.17,765.88,1.0947944,0.9749,50000,-274.8105,15.4193,30.34954765,-90.11644757,57.82038973,0.291931794,198.0612969,0,0,0
LP4,1,16-Sep,0.000086,0,2.2763956,0,0,4.00E-10,10000000,0.9957,0,1.1553,29.91,765.81,1.0710076,0.975,50000,-255.4895,15.4347,30.34954632,-90.11638792,59.91889027,0.050483829,1186.892743,0,1,1
LP4,1,16-Sep,0.000045,0,2.2803304,0,0,4.00E-10,10000000,0.9957,0,1.1584,29.91,765.81,1.0697566,0.9754,50000,-255.5931,15.4349,30.34954631,-90.11638709,60.05603063,0.026654312,2253.145031,0,1,1
